rel_doi	rel_site	rel_date	type	category	rel_num_authors	ym
10.1101/2020.05.25.20112227	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	public and global health	16	2020-05
10.1101/2020.05.23.20111484	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-05
10.1101/2020.05.25.20111716	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	public and global health	2	2020-05
10.1101/2020.05.22.20104679	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	2	2020-05
10.1101/2020.05.19.20107326	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-05
10.1101/2020.05.23.20110932	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	10	2020-05
10.1101/2020.05.24.20112318	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-05
10.1101/2020.05.24.20111245	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	allergy and immunology	10	2020-05
10.1101/2020.05.26.20113191	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	16	2020-05
10.1101/2020.05.23.20111401	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	cardiovascular medicine	5	2020-05
10.1101/2020.05.25.20112706	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	7	2020-05
10.1101/2020.05.24.20092817	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.21.20109728	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	public and global health	1	2020-05
10.1101/2020.05.23.20111062	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	9	2020-05
10.1101/2020.05.23.112284	bioRxiv	2020-05-26	new results	bioinformatics	8	2020-05
10.1101/2020.05.23.20111443	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	7	2020-05
10.1101/2020.05.25.114199	bioRxiv	2020-05-26	new results	genomics	6	2020-05
10.1101/2020.05.23.20111278	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.25.115774	bioRxiv	2020-05-26	new results	systems biology	1	2020-05
10.1101/2020.05.20.20078915	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	radiology and imaging	5	2020-05
10.1101/2020.05.25.115600	bioRxiv	2020-05-26	new results	cell biology	11	2020-05
10.1101/2020.05.24.20111013	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	respiratory medicine	7	2020-05
10.1101/2020.05.25.115618	bioRxiv	2020-05-26	new results	bioengineering	14	2020-05
10.1101/2020.05.23.20111039	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	health informatics	2	2020-05
10.1101/2020.05.26.116608	bioRxiv	2020-05-26	new results	bioinformatics	5	2020-05
10.1101/2020.05.21.20109512	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-05
10.1101/2020.05.26.116020	bioRxiv	2020-05-26	new results	microbiology	29	2020-05
10.1101/2020.05.23.20093484	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-05
10.1101/2020.05.26.116780	bioRxiv	2020-05-26	new results	bioinformatics	3	2020-05
10.1101/2020.05.23.20110999	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-05
10.1101/2020.05.26.115790	bioRxiv	2020-05-26	new results	bioinformatics	2	2020-05
10.1101/2020.05.20.20091694	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	25	2020-05
10.1101/2020.05.26.115923	bioRxiv	2020-05-26	new results	immunology	5	2020-05
10.1101/2020.05.21.20074682	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-05
10.1101/2020.05.20.20108399	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	cardiovascular medicine	7	2020-05
10.1101/2020.05.26.117069	bioRxiv	2020-05-26	new results	evolutionary biology	3	2020-05
10.1101/2020.05.23.20111104	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.20.20095406	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	4	2020-05
10.1101/2020.05.22.20098350	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	2	2020-05
10.1101/2020.05.23.20100024	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	pathology	36	2020-05
10.1101/2020.05.23.20099671	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	1	2020-05
10.1101/2020.05.23.20111302	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	public and global health	4	2020-05
10.1101/2020.05.20.20108159	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	radiology and imaging	13	2020-05
10.1101/2020.05.22.20110783	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	health economics	11	2020-05
10.1101/2020.05.20.20104786	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-05
10.1101/2020.05.24.20104414	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-05
10.1101/2020.05.22.20102525	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-05
10.1101/2020.05.20.20107847	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-05
10.1101/2020.05.24.20112169	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-05
10.1101/2020.05.24.20100990	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-05
10.1101/2020.05.25.20109058	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	5	2020-05
10.1101/2020.05.22.20110148	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	epidemiology	5	2020-05
10.1101/2020.05.25.20100438	medRxiv	2020-05-26	PUBLISHAHEADOFPRINT	pharmacology and therapeutics	8	2020-05
10.1101/2020.05.24.20101238	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	18	2020-05
10.1101/2020.05.26.20111120	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	emergency medicine	18	2020-05
10.1101/2020.05.26.20113720	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	7	2020-05
10.1101/2020.05.26.20112946	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.26.20110957	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.25.20112656	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	5	2020-05
10.1101/2020.05.25.20112532	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	1	2020-05
10.1101/2020.05.26.20113340	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.26.20113456	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	4	2020-05
10.1101/2020.05.25.20112805	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	7	2020-05
10.1101/2020.05.26.20112680	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	1	2020-05
10.1101/2020.05.26.20113787	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	public and global health	6	2020-05
10.1101/2020.05.26.20113514	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	public and global health	2	2020-05
10.1101/2020.05.25.20113084	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-05
10.1101/2020.05.25.20112615	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	16	2020-05
10.1101/2020.05.25.20112185	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	10	2020-05
10.1101/2020.05.26.20112565	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	dentistry and oral medicine	11	2020-05
10.1101/2020.05.26.20113746	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.25.20113043	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	7	2020-05
10.1101/2020.05.26.20105700	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	public and global health	6	2020-05
10.1101/2020.05.27.118893	bioRxiv	2020-05-27	new results	immunology	13	2020-05
10.1101/2020.05.26.117549	bioRxiv	2020-05-27	new results	immunology	27	2020-05
10.1101/2020.05.27.118414	bioRxiv	2020-05-27	new results	bioinformatics	2	2020-05
10.1101/2020.05.27.118117	bioRxiv	2020-05-27	new results	biophysics	33	2020-05
10.1101/2020.05.27.117184	bioRxiv	2020-05-27	new results	cell biology	18	2020-05
10.1101/2020.05.26.115261	bioRxiv	2020-05-27	new results	immunology	4	2020-05
10.1101/2020.05.26.115832	bioRxiv	2020-05-27	new results	immunology	19	2020-05
10.1101/2020.05.26.117440	bioRxiv	2020-05-27	new results	microbiology	8	2020-05
10.1101/2020.05.26.118133	bioRxiv	2020-05-27	new results	microbiology	3	2020-05
10.1101/2020.05.26.114033	bioRxiv	2020-05-27	new results	biochemistry	12	2020-05
10.1101/2020.05.27.118752	bioRxiv	2020-05-27	new results	biochemistry	6	2020-05
10.1101/2020.05.27.119610	bioRxiv	2020-05-27	new results	bioinformatics	5	2020-05
10.1101/2020.05.26.20109595	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-05
10.1101/2020.05.26.20111617	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	2	2020-05
10.1101/2020.05.26.20098244	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	epidemiology	6	2020-05
10.1101/2020.05.26.20100529	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	public and global health	8	2020-05
10.1101/2020.05.26.20099440	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	public and global health	6	2020-05
10.1101/2020.05.26.20113480	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	geriatric medicine	12	2020-05
10.1101/2020.05.25.20112664	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	geriatric medicine	5	2020-05
10.1101/2020.05.26.20112649	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	health informatics	48	2020-05
10.1101/2020.05.26.20113316	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-05
10.1101/2020.05.26.20113761	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-05
10.1101/2020.05.27.20112888	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-05
10.1101/2020.05.26.20113522	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-05
10.1101/2020.05.26.20113464	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-05
10.1101/2020.05.26.20113696	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-05
10.1101/2020.05.26.20113431	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	10	2020-05
10.1101/2020.05.25.20112599	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-05
10.1101/2020.05.25.20112201	medRxiv	2020-05-27	PUBLISHAHEADOFPRINT	infectious diseases	20	2020-05
10.1101/2020.05.27.20114363	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	pathology	18	2020-05
10.1101/2020.05.27.20114447	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	public and global health	4	2020-05
10.1101/2020.05.27.20114280	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	public and global health	3	2020-05
10.1101/2020.05.26.20114140	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	public and global health	2	2020-05
10.1101/2020.05.26.20114082	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	respiratory medicine	13	2020-05
10.1101/2020.05.26.20114033	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	neurology	7	2020-05
10.1101/2020.05.27.20111542	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	occupational and environmental health	4	2020-05
10.1101/2020.05.26.20113886	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	health systems and quality improvement	4	2020-05
10.1101/2020.05.27.20113803	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	health systems and quality improvement	3	2020-05
10.1101/2020.05.27.20114330	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	health systems and quality improvement	12	2020-05
10.1101/2020.05.27.20114017	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-05
10.1101/2020.05.26.20114124	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	infectious diseases	20	2020-05
10.1101/2020.05.26.20113811	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	endocrinology	7	2020-05
10.1101/2020.05.26.20114074	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.26.20114058	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	epidemiology	2	2020-05
10.1101/2020.05.26.20114116	medRxiv	2020-05-28	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-05
10.1101/2020.05.28.119131	bioRxiv	2020-05-28	new results	bioengineering	19	2020-05
10.1101/2020.05.27.120105	bioRxiv	2020-05-28	new results	bioinformatics	3	2020-05
10.1101/2020.05.28.122143	bioRxiv	2020-05-28	new results	genomics	2	2020-05
10.1101/2020.05.28.118992	bioRxiv	2020-05-28	new results	genomics	36	2020-05
10.1101/2020.05.28.121640	bioRxiv	2020-05-28	new results	immunology	21	2020-05
10.1101/2020.05.26.118190	bioRxiv	2020-05-28	new results	microbiology	5	2020-05
10.1101/2020.05.28.120709	bioRxiv	2020-05-28	new results	synthetic biology	9	2020-05
10.1101/2020.05.27.120204	bioRxiv	2020-05-28	new results	biochemistry	13	2020-05
10.1101/2020.05.28.120667	bioRxiv	2020-05-28	new results	molecular biology	4	2020-05
10.1101/2020.05.28.121889	bioRxiv	2020-05-28	new results	immunology	10	2020-05
10.1101/2020.05.27.120121	bioRxiv	2020-05-28	new results	immunology	5	2020-05
10.1101/2020.05.28.120444	bioRxiv	2020-05-28	new results	microbiology	8	2020-05
10.1101/2020.05.29.123455	bioRxiv	2020-05-29	new results	scientific communication and education	1	2020-05
10.1101/2020.05.29.124123	bioRxiv	2020-05-29	new results	molecular biology	9	2020-05
10.1101/2020.05.28.118729	bioRxiv	2020-05-29	new results	immunology	16	2020-05
10.1101/2020.05.29.109702	bioRxiv	2020-05-29	new results	molecular biology	8	2020-05
10.1101/2020.05.29.122358	bioRxiv	2020-05-29	new results	molecular biology	11	2020-05
10.1101/2020.05.28.20116301	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	10	2020-05
10.1101/2020.05.29.20116475	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	public and global health	11	2020-05
10.1101/2020.05.29.20116921	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	public and global health	4	2020-05
10.1101/2020.05.29.20116657	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	3	2020-05
10.1101/2020.05.29.20116889	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	10	2020-05
10.1101/2020.05.27.120410	bioRxiv	2020-05-29	new results	microbiology	13	2020-05
10.1101/2020.05.27.20100297	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	radiology and imaging	2	2020-05
10.1101/2020.05.27.20115303	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	oncology	10	2020-05
10.1101/2020.05.27.20115139	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	health economics	3	2020-05
10.1101/2020.05.27.20115329	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	health policy	3	2020-05
10.1101/2020.05.28.20115378	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-05
10.1101/2020.05.27.20114868	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	2	2020-05
10.1101/2020.05.27.20111955	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	2	2020-05
10.1101/2020.05.27.20115212	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.27.20115170	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	7	2020-05
10.1101/2020.05.27.20107656	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.28.20115477	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.27.20115113	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	public and global health	8	2020-05
10.1101/2020.05.27.20115204	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	public and global health	2	2020-05
10.1101/2020.05.27.20114843	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	genetic and genomic medicine	14	2020-05
10.1101/2020.05.27.20115071	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	genetic and genomic medicine	9	2020-05
10.1101/2020.05.27.20114090	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	22	2020-05
10.1101/2020.05.27.20114744	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-05
10.1101/2020.05.27.20114272	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-05
10.1101/2020.05.26.20113019	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-05
10.1101/2020.05.27.20114371	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-05
10.1101/2020.05.27.20114983	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-05
10.1101/2020.05.27.20114694	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-05
10.1101/2020.05.27.20115105	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-05
10.1101/2020.05.26.20112458	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-05
10.1101/2020.05.26.20113985	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	4	2020-05
10.1101/2020.05.25.20113050	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	16	2020-05
10.1101/2020.05.27.20112987	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.27.20114819	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	4	2020-05
10.1101/2020.05.27.20114728	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	8	2020-05
10.1101/2020.05.26.20113258	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	7	2020-05
10.1101/2020.05.27.20114470	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	public and global health	8	2020-05
10.1101/2020.05.27.20113951	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	public and global health	6	2020-05
10.1101/2020.05.27.20114413	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	public and global health	2	2020-05
10.1101/2020.05.27.20114322	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	surgery	14	2020-05
10.1101/2020.05.27.20114827	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	neurology	14	2020-05
10.1101/2020.05.26.20114025	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	occupational and environmental health	11	2020-05
10.1101/2020.05.25.20112797	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	health policy	2	2020-05
10.1101/2020.05.27.20114652	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-05
10.1101/2020.05.27.20113969	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-05
10.1101/2020.05.26.20113993	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-05
10.1101/2020.05.26.20113373	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	17	2020-05
10.1101/2020.05.26.20113167	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-05
10.1101/2020.05.27.20114736	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	5	2020-05
10.1101/2020.05.28.120162	bioRxiv	2020-05-29	new results	immunology	3	2020-05
10.1101/2020.05.28.20116103	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	4	2020-05
10.1101/2020.05.29.20116491	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	1	2020-05
10.1101/2020.05.28.20116145	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-05
10.1101/2020.05.29.20116731	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-05
10.1101/2020.05.29.20116723	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	2	2020-05
10.1101/2020.05.28.122648	bioRxiv	2020-05-29	new results	genomics	4	2020-05
10.1101/2020.05.29.123612	bioRxiv	2020-05-29	new results	genomics	8	2020-05
10.1101/2020.05.28.122366	bioRxiv	2020-05-29	new results	evolutionary biology	8	2020-05
10.1101/2020.05.28.122291	bioRxiv	2020-05-29	new results	cancer biology	26	2020-05
10.1101/2020.05.28.120642	bioRxiv	2020-05-29	new results	biochemistry	7	2020-05
10.1101/2020.05.29.20116897	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.29.20116517	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.29.20116749	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.29.20117044	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	1	2020-05
10.1101/2020.05.29.20117069	medRxiv	2020-05-29	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.28.121533	bioRxiv	2020-05-29	new results	immunology	23	2020-05
10.1101/2020.05.28.118059	bioRxiv	2020-05-29	new results	molecular biology	9	2020-05
10.1101/2020.05.29.20115824	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	8	2020-05
10.1101/2020.05.28.20115899	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	6	2020-05
10.1101/2020.05.27.20115295	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	2	2020-05
10.1101/2020.05.28.20115642	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	5	2020-05
10.1101/2020.05.28.20115626	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	7	2020-05
10.1101/2020.05.28.20115790	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	3	2020-05
10.1101/2020.05.28.20115527	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	13	2020-05
10.1101/2020.05.29.124610	bioRxiv	2020-05-30	new results	bioinformatics	8	2020-05
10.1101/2020.05.29.20116483	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	cardiovascular medicine	1	2020-05
10.1101/2020.05.29.20116004	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	allergy and immunology	5	2020-05
10.1101/2020.05.30.125484	bioRxiv	2020-05-30	new results	microbiology	22	2020-05
10.1101/2020.05.29.124776	bioRxiv	2020-05-30	new results	pathology	10	2020-05
10.1101/2020.05.30.20117614	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	medical education	8	2020-05
10.1101/2020.05.28.20115816	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	health informatics	8	2020-05
10.1101/2020.05.28.20115469	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-05
10.1101/2020.05.28.20115758	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	31	2020-05
10.1101/2020.05.28.20115691	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-05
10.1101/2020.05.28.20115659	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-05
10.1101/2020.05.28.20115667	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	19	2020-05
10.1101/2020.05.29.20117184	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-05
10.1101/2020.05.30.20117291	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	21	2020-05
10.1101/2020.05.28.20115741	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	pharmacology and therapeutics	2	2020-05
10.1101/2020.05.28.20115311	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	8	2020-05
10.1101/2020.05.30.20117457	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	5	2020-05
10.1101/2020.05.30.20117564	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	public and global health	6	2020-05
10.1101/2020.05.29.20117390	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	public and global health	10	2020-05
10.1101/2020.05.28.20116277	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	public and global health	8	2020-05
10.1101/2020.05.28.20116178	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	public and global health	23	2020-05
10.1101/2020.05.28.20115584	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	radiology and imaging	9	2020-05
10.1101/2020.05.29.20116376	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	public and global health	19	2020-05
10.1101/2020.05.27.120402	bioRxiv	2020-05-30	new results	genomics	31	2020-05
10.1101/2020.05.28.20115956	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	medical education	10	2020-05
10.1101/2020.05.30.20117572	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	ophthalmology	6	2020-05
10.1101/2020.05.30.20117531	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	15	2020-05
10.1101/2020.05.28.20116087	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	7	2020-05
10.1101/2020.05.28.20116129	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	epidemiology	19	2020-05
10.1101/2020.05.24.20112292	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-05
10.1101/2020.05.28.20115964	medRxiv	2020-05-30	PUBLISHAHEADOFPRINT	infectious diseases	10	2020-05
